Audio File ID,Target Text,Coded Lines,Speaker ID,Start Time,End Time
interview-24mb-107,that there's nothing wrong,that there's nothing wrong,SP02,348.05,349.5
interview-24mb-108,that it's okay,that it's okay,SP02,349.5,350.5
interview-24mb-109,and assure the child that it's okay,and assure the child that it's okay,SP02,350.5,352.1
interview-24mb-110,it's okay to stutter,it's okay to stutter,SP02,352.1,353.55
interview-24mb-111,and they're not the only ones,and they're not the only ones,SP02,353.55,355.15
interview-24mb-112,and help them achieve their goals,&-uh and help them a↫ch↫chieve their goals,SP02,355.15,357.8
interview-24mb-113,and in the same sense for young adults they probably know that they're not the only ones,and in the same sense &-uh for young adults ↫th↫they probably know that they're not the only ones,SP02,357.8,363.2
interview-24mb-114,but help them with their goals and whatever that may be,but help them with their goals and whatever that may be,SP02,363.2,367.0
interview-24mb-115,don't force your agenda on them,&-um don't force your agenda on them,SP02,367.0,370.0
interview-24mb-116,let them create their own agenda,↫l↫let them create <the &+agen> [//] their own agenda,SP02,370.0,372.15
interview-24mb-117,and don't follow the textbook,and don't follow the [/] the textbook,SP02,372.15,373.8
interview-24mb-118,just because chapter six of book whatever says you have to do this don't do it because the textbook doesn't fit everyone,just because chapter six of book whatever says you have to do this don't do it (be)cause the textbook doesn't fit everyone,SP02,373.8,380.1
interview-32m-12,please talk about the impact of stuttering on your daily life,please talk about the impact of stuttering on your ≠daily life,SP01,0.0,4.4
interview-32m-13,you can talk about your interactions with family and friends,you can talk about your i^nteractions with f:amily and friends,SP01,4.4,8.45
interview-32m-14,school and or work,school and or work,SP01,8.45,9.67
interview-32m-15,and your participation in community activities.,and your participation in community activities.,SP01,9.67,12.35
interview-32m-16,the impact of stuttering that I've had has been extremely positive,the impact of stuttering that I've had has been extremely ↫p↫positive,SP02,14.0,21.6
interview-32m-17,there's been really no negative impacts that I've had,&-um <there's been really n:> [//] there's been really n:o n:egative impacts that I've had,SP02,21.6,36.1
interview-32m-18,I belong to the Dallas chapter of the National Stuttering Association,&-um I belong to the Dallas chapter of the National Stuttering Association,SP02,36.1,43.5
interview-32m-19,and I talk to first timers that come,and &-uh I talk to first timers that come,SP02,43.5,49.3
interview-32m-20,and make them feel welcome,and make them feel w:elcome,SP02,49.3,53.2
interview-32m-21,and I have an older sister who works with several people who stutter,and (.) I have (.) an older sister who &-uh works with several people who stutter,SP02,53.3,64.4
interview-32m-22,and since she's been to a meeting she knows what they go through because of what I go through,and since she's been to a &-uh meeting ↫sh↫she knows what they go through because of what I go through,SP02,64.6,72.5
interview-32m-23,so it's nice to have family that has your back,so <it's nice to have (.) your back> [//] &-uh it's nice to have family that has your back,SP02,72.5,79.99
interview-32m-24,what do you think causes stuttering ?,what do you think causes s:tuttering ?,SP01,81.15,84.8
interview-32m-25,that's kind of a hard question to answer,0haha &-um (.) that's kind of a hard question to: answer,SP02,87.33,94.88
interview-32m-26,but I think it,but I think it +//.,SP02,95.0,98.1
interview-32m-27,I don't know if this is answers the question but what makes my stutter worse is unknown situations,<I don't know if this is> [/] answers the question but w:hat makes my stutter w:orse is unknown situations,SP02,99.75,112.9
interview-32m-28,talking about my past experiences that have been extremely negative,talking about my past experiences that have been extremely n:egative,SP02,112.9,121.65
interview-32m-29,but sometimes I can talk to my parents or friends about the most mundane things or things I love and care about and my stutter will be out of hand,but sometimes I can talk to my parents or friends about the most mundane things or things I love and care about and my stutter will be (.) out of hand,SP02,122.0,134.3
interview-32m-30,and sometimes I can talk about the hardest thing and my stutter will be just fine,and sometimes I can talk about the hardest thing and my stutter will be just [/] just fine,SP02,135.0,145.1
interview-32m-31,so I'm not really sure what causes stuttering,so I'm not r:eally sure what causes stuttering,SP02,145.15,149.4
interview-32m-32,if you have received treatment for your stuttering tell me about your therapy experiences and the outcomes of these therapies,↫i-i↫if you have received treatment for your stuttering tell me about your therapy experiences and the outcomes of these ≠therapies,SP01,151.5,161.4
interview-32m-33,I've only had one therapeutic experience,I've only had one ≠therapeutic experience,SP02,161.5,168.4
interview-32m-34,and that was when I was in elementary school,and that was when I was in ≠elementary school,SP02,168.4,172.8
interview-32m-35,and the teacher was actually at the elementary school,and the teacher was actually at ↫th↫the ≠elementary school,SP02,173.0,179.0
interview-32m-36,but the lessons I've learned was to breathe through the words,&-um but the lessons I've learned was to &-like ↫b↫breathe through the words,SP02,179.0,186.1
interview-32m-37,and as far as I know that's probably the biggest lesson I got from her,and as ≠far as I know that's probably the biggest lesson I got from her,SP02,186.4,197.5
interview-32m-38,I've never wanted to go to speech therapy as an adult,&-um I've never wanted to go to speech therapy as an ≠adult,SP02,197.5,207.5
interview-32m-39,because I feel I have a handle on it,(be) cause I feel I have a (.) &-uh handle on it,SP02,208.0,213.3
interview-32m-40,and I don't want to,and I don't want to (.) &+f,SP02,213.3,216.9
interview-32m-41,I don't want to be like,I don't want to be like (.),SP02,221.0,224.8
interview-32m-42,I don't want to have somebody trying to,<I don't want to &-ha> [//] I don't want to have somebody trying to +//.,SP02,227.5,231.6
interview-32m-43,I know there's no cure for stuttering but trying to make it better by saying that this way you're expressing your thoughts this way I don't want to be a part of that,I know there's no cure for stuttering but (.) trying to make it ≠better by saying that this way you're ↫expre↫expressing your thoughts this way I don't want to be a part of that,SP02,232.5,246.0
interview-32m-44,please describe what successful communication means to you,please describe what successful communication means to you,SP01,248.0,252.1
interview-32m-45,and can you give an example of a positive communicative experience ?,and can you give an example of a positive communicative experience ?,SP01,252.15,256.6
interview-32m-46,what was the first part ?,w:hat was the first part ?,SP02,258.2,261.226
interview-32m-47,please describe what successful communication means to you,please describe what successful communication means to you,SP01,261.3,265.2
interview-32m-48,successful communication to me means.,0haha &-um s:uccessful communication to me means +//.,SP02,268.1,274.42
interview-32m-49,I've been part of the Dallas chapter now for a few years and,≠I've been part of the Dallas chapter now for a few years and,SP02,282.25,288.1
interview-32m-50,it's had the most profound effect on me,<that's just a> [/] it's had the most profound effect on me,SP02,288.5,297.6
interview-32m-51,in that I talk to strangers who also stutter,in that [/] that I talk to strangers who also stutter,SP02,299.5,308.0
interview-32m-52,and I make them feel welcome,and I make them feel ≠welcome,SP02,308.4,316.1
interview-32m-53,and I try to make them feel welcome,and I try to make them feel welcome,SP02,317.0,320.4
interview-32m-54,and because with each new stutterer that comes in to our chapter,and because with each new stutterer that comes in to our chapter,SP02,320.7,328.3
interview-32m-55,there's something within that person that resonates with me,there's something within that person that r:esonate [/] r:↫r↫r:esonates with me,SP02,328.3,342.9
interview-32m-56,so in turn I can express to him or her of what I did to help battle that,so in turn I can express to him or her of what I did to help ≠battle that,SP02,343.7,355.9
interview-32m-57,and the second part of that question is we had a nineteen year old girl come to our chapter for eight months,and the second part of that question is we had a nineteen year old &-um girl xxx come to our chapter for ↫ei↫eight months,SP02,356.9,375.9
interview-32m-58,last year,&-uh last year,SP02,375.9,378.2
interview-32m-59,and she lives in Oklahoma,and she lives in Oklahoma,SP02,379.5,381.7
interview-32m-60,and the fact that I spoke to her afterwards,and &-um (.) ↫th↫the fact that I spoke to her afterwards,SP02,382.2,392.444
interview-32m-61,because what she was doing she was stopping herself,because when <she was doing> [//] when she was stopping herself,SP02,393.5,397.6
interview-32m-62,and stopping her sentences,and stopping her s:entences,SP02,398.0,402.5
interview-32m-63,which is something that I did when I was younger,which is something that I did when I was younger,SP02,402.5,407.9
interview-32m-64,so I instantly knew what she was doing and could connect with her on that level,so I instantly knew what she was doing and could ↫c↫connect with her on that level,SP02,408.5,416.8
interview-32m-65,so after the group was over I gave her some advice on to go home and read a book and practice reading it out loud to finish your sentences that way,so after the group was over I gave her some advice on to go home and read a book and practice reading it ↫ou↫out loud to finish your sentences that way,SP02,416.8,432.7
interview-32m-66,when you finish a sentence you express your thought or what you want to get out is out,when you finish a sentence you express: your th:ought or what you want to get out,SP02,432.8,443.9
interview-32m-67,and it's not trapped within you,and it's not trapped ↫with↫within you,SP02,444.0,448.3
interview-32m-68,and one experience that she had that was almost a negative was that she walked into a donut shop trying to order something and the girl behind the counter doing this,↫a↫and one experience that she had (.) &-uh that was almost a negative was that she walked into a donut shop trying to order something and the girl behind the counter doing this,SP02,448.5,467.0
interview-32m-69,and instantly she wanted to walk out of the store,and instantly she wanted to ↫w↫walk out of the store,SP02,468.6,474.0
interview-32m-70,but she held her composure and ordered what she wanted,but she held her composure and order ≠what she wanted,SP02,475.0,480.254
interview-32m-71,and insantly she broke down in tears when she left the store,and ↫i↫insantly she ≠broke down in tears when she left the store,SP02,480.254,487.2
interview-32m-72,but when she was talking about this in the group,≠but when she was talking about this in the group,SP02,487.2,491.4
interview-32m-73,I said I'm glad you stayed because you didn't let her win,&-um I said (.) I'm glad you stayed because you didn't let her w:in,SP02,491.4,502.3
interview-32m-74,very cool,very cool,SP01,504.6,506.1
interview-32m-75,if you didn't stutter what might be different in your life,if you didn't stutter what might be different in your life,SP01,506.2,510.4
interview-32m-76,if I didn't stutter I don't think anything would be different,if I didn't stutter I don't th:ink anything would be ≠different,SP02,515.4,526.1
interview-32m-77,because I have my own problems that I've dealt with personal problems,&-um because I have my own problems that I've dealt with ‡ personal problems,SP02,526.9,536.0
interview-32m-78,with talking to people,&-uh with talking to people,SP02,536.0,538.1
interview-32m-79,talking to girls especially,talking to girls especially,SP02,538.1,540.7
interview-32m-80,that had nothing to do with my stutter,&-um that had ≠nothing to do with my stutter,SP02,541.0,547.6
interview-32m-81,but if I didn't stutter I don't think anything would have changed my past experiences,but &-um if I didn't stutter I don't think ≠anything would have changed my past experiences,SP02,548.7,557.2
interview-32m-82,what else would you want to say to students or the general public to help them learn about stuttering and ways to support people who stutter,what else would you want to say to students or the general public to help them learn about stuttering and ways to support people who stutter,SP01,558.2,566.4
interview-32m-83,that's kind of a tough question because every stutterer is different and they react to specific questions differently,that's kind of a tough question because every stutterer is different and they react to specific questions ≠differently,SP02,572.0,582.35
interview-32m-84,and I've been a part of the interview project with the Dallas chapter now for a few years,and (.) I've been a part of the interview project w:ith the Dallas chapter now for a few years,SP02,583.0,595.0
interview-32m-85,where I have future SLPs talk to me or interview me,where I have future SLPs talk to me &-uh or &-uh interview me,SP02,595.0,602.3
interview-32m-86,and it's always the same ten questions,and &-uh it's always the same ten questions,SP02,602.4,605.8
interview-32m-87,and you can give them advice at the end,and ≠you can give them advice at the end,SP02,605.8,609.1
interview-32m-88,and my three biggest words that I've always said to the students is please be patient,and my three biggest w:ords that I've always said to the students is please be patient,SP02,609.5,616.6
interview-32m-89,because it's kind of cliche when you think about it when it comes to stuttering or knowing somebody who stutters,because ↫it↫it's kind of cliche when you think about it wh:en it comes to stuttering or knowing somebody who stutters,SP02,616.6,630.4
interview-32m-90,but it's not how they say it it's what they have to say that's important,but it's not how they say it it's what they have to say that's important,SP02,630.4,636.3
interview-32m-91,so you have to think of it like that,so you have to think of it like [/] like that,SP02,636.3,639.45
interview-32m-92,and good eye contact is also very good,and ≠good eye contact is also very good,SP02,639.45,646.0
interview-32m-93,the person maybe interviewing who has a stutter may not be good at giving eye contact cause they're not use to being interviewed but the,&-um the person maybe ↫interview↫interviewing who has a stutter may not be good at giving eye contact cause they're not use to ≠being ≠interviewed but &-um the &-uh (...) +//.,SP02,646.9,676.2
interview-32m-94,I don't know where I was going with that honestly,I don't know where I was going with that honestly,SP02,678.5,688.0
interview-32m-95,the person who may be getting interviewed may not look directly at the person interviewing them,&-um the person who may be getting interviewed may not look directly at the person interviewing them,SP02,689.0,704.85
interview-32m-96,but they know when they talk to another stutterer or to another person in a chapter meeting or the conference per say that good eye contact is something stutterers I think have,but they know when they talk to another stutterer or to another person in a chapter meeting or the conference per say that <good eye &+to> [//] <good eye cont> [/] good eye contact is something stutterers I think have,SP02,706.0,730.15
interview-32m-97,and they learn that from going to chapter meetings,and they learn that from going to &-uh chapter meetings,SP02,732.0,742.0
interview-32m-98,and learning about stuttering,and learning about stuttering,SP02,742.0,744.0
interview-32m-99,and learning what people will have to say and talk about it's not how they say it it's what they say that's important,and learning what people will have to say and talk about <is> [//] it's not how they say it it's what they say that's important,SP02,744.0,759.5
interview-32m-100,and that's what holds peoples interests and keeping eye contact with the person that is talking,and that's what hold peoples interests and keeping eye contact with the [/] the person that is talking,SP02,759.5,770.2
reading-24fa-11,so here we are in friuli tucked away in a remote corner of the alpine foothills in northeastern italy,so here we are in friuli tucked away in a ↫r↫r↫remote corner of the alpine foothills in northeastern italy,PAR,0.0,10.3
reading-24fa-12,at a little restaurant,at a [/] a little ↫r↫restaurant,PAR,10.3,13.5
reading-24fa-13,I have to admit that when I travel history is not the first thing on my mind,I have to admit that when I travel history is not the first thing on my mind,PAR,13.5,18.2
reading-24fa-14,food and wine are,food and wine are,PAR,18.2,19.6
reading-24fa-15,and that's what sold me on friuli,and that's what sold me on f^riuli,PAR,19.6,21.8
reading-24fa-16,it is famous as a source of some of italy's best white wines,it is famous as a source of some of italy's best white wines,PAR,21.8,26.3
reading-24fa-17,we went primarily in search of wines unaware that we soon would make a culinary detour,we went primarily in search of wines unaware that we soon would make a culinary detour,PAR,26.3,32.2
reading-24fa-18,occupying the extreme northeast corner of italy,occupying the [/] the extreme northeast corner of italy,PAR,32.2,35.6
reading-24fa-19,friuli's scenery ranges from rugged coastline along the eastern border to placid planes in the west and the magestic alps in the north,friuli's scenery ranges from ↫r↫r^u↫u↫u↫ugged coastline along the eastern border to placid planes in the west ↫an↫a↫and the ↫m↫m:agestic alps in the north,PAR,35.6,50.17
reading-24fa-20,where italy butts up against austria,where italy butts up against austria,PAR,50.17,53.0
reading-24fa-21,directly to the south is venice,directly t^o the south ↫i↫is venice,PAR,53.0,55.7
reading-24fa-22,just a little more than an hour and a half away,just a little more than an hour and a half away,PAR,55.7,58.2
reading-24fa-23,though off the beaten tourist track friuli is heart in the path of history,though off the beaten tourist track friuli <is heart in the> [/] is heart in the path of history,PAR,58.2,63.5
reading-24fa-24,standing at one of the major crossroads between western europe and the east it was conquered by just about everyone who passed by,standing at one of the major crossroads between western europe ↫a↫a↫and the east it was conquered by just about everyone who passed by,PAR,63.5,71.3
reading-24fa-25,as a result things look different here,as a result things look different here,PAR,71.3,74.1
reading-24fa-26,rather than the familiar cultural overlay of most of italy,rather than the familiar cultural overlay of most of italy,PAR,74.1,77.4
reading-24fa-27,the central european influence is readily apparent in friuli,the central european influence is readily apparent in friuli,PAR,77.4,81.2
reading-24fa-28,the architecture tends more toward austrian grandeur than tuscan simplicity,the architecture tends more toward ↫aus↫au↫a:ustrian ↫grand↫grandeur than tuscan simplicity,PAR,81.2,89.7
reading-24fa-29,here you'll find gray stone castles rather than sun drenched villas,here you'll find gray stone castles rather than sun drenched villas,PAR,89.7,94.0
reading-24fa-30,the people look different too,the people look different too,PAR,94.0,96.0
reading-24fa-31,taller and blonder than southern italians and with plenty of german and central european surnames,taller and blonder than southern italians and with plenty of german and central european surnames,PAR,96.0,101.6
reading-26f-11,so here we are in friuli,so here we are in friuli,PAR,1.5,3.0
reading-26f-12,tucked away in a remote corner of the alpine foothills in northern italy,tucked away ↫i↫in a remote corner of the alpine foothills in northern italy,PAR,3.0,8.51
reading-26f-13,at a little restaurant,at a little restaurant,PAR,8.51,9.5
reading-26f-14,I have to admit that when I travel history is not the first thing on my mind,I have to admit that ↫w↫when I travel history is not the first thing on my mind,PAR,9.5,14.0
reading-26f-15,food and wine are,food and wine are,PAR,14.0,15.3
reading-26f-16,and that's what sold me on friuli,and that's what sold me on friuli,PAR,15.3,17.1
reading-26f-17,it's famous as a source of some of Italy's best white wines,it's famous as a source of some of Italy's best white wines,PAR,17.1,21.0
reading-26f-18,we went primarily in search of wines unaware that we soon would make a culinary detour,we [/] we went ≠primarily in search of wines unaware that we soon would make a culinary detour,PAR,21.0,26.4
reading-26f-19,occupying the extreme northeast corner of italy,occupying the extreme northeast corner of italy,PAR,26.4,29.25
reading-26f-20,friuli's scenery ranges from rugged coastline along the eastern border to placid plains in the west and the majestic alps in the north where italy butts up against austria,friuli's scenery ranges from rugged coastline along the eastern border to placid plains in the west and the majestic alps in the north where italy butts up against austria,PAR,29.25,38.7
reading-26f-21,directly to the south is venice,directly to the south is venice,PAR,38.7,40.8
reading-26f-22,just a little more than an hour and a half away,just a little more than an hour and a half away,PAR,40.8,43.5
reading-26f-23,though off the beaten tourist track,<though [/] though the beaten> [//] though off the beaten tourist ≠track,PAR,43.5,48.0
reading-26f-24,friuli is heart in the path of history,friuli is heart in the path of history,PAR,48.0,51.2
reading-26f-25,standing at one of the major crossroads between western europe and the east,standing at one of the major crossroads between western europe and the east,PAR,51.2,55.1
reading-26f-26,it was conquered by just about everyone who passed by,it was conquered by just about everyone who passed by,PAR,55.1,58.2
reading-26f-27,as a result things look different here,as a result things look different here,PAR,58.2,60.5
reading-26f-28,rather than the familiar cultural overlay of most of italy,rather than the familiar cultural overlay of most of italy,PAR,60.5,64.0
reading-26f-29,the central european influence is readily apparent in friuli,the central ↫eu↫european influence is readily apparent in friuli,PAR,64.0,68.0
reading-26f-30,the architecture tend more toward austrian grandeur than tuscan simplicity,the architecture tend more toward austrian grandeur than tuscan simplicity,PAR,68.0,72.5
reading-26f-31,here you'll find gray stone castles rather than sun drenched villas,here you'll find gray stone castles rather than sun drenched villas,PAR,72.5,76.3
reading-26f-32,the people look different too,the people look different too,PAR,76.3,77.8
reading-26f-33,taller and blonder than southern italians,taller and blonder than southern italians,PAR,77.8,80.0
reading-26f-34,and with plenty of german and central european surnames,and with plenty of german and central european surnames,PAR,80.0,82.86
reading-24ma-12,so here we are in friuli,s:o ↫h↫h:ere we are in ↫f↫f:riuli,PAR,0.0,7.86
reading-24ma-13,did I say that right,did I say that right,PAR,7.86,8.65
reading-24ma-14,Friuli,Friuli,PAR,8.65,9.56
reading-24ma-15,tucked away in a remote corner of the alpine foothills in northeastern italy,tucked away in a remote corner of the alpine foothills in northeastern italy,PAR,9.56,15.7
reading-24ma-16,at a little restaurant,at a little restaurant,PAR,15.7,17.2
reading-24ma-17,I have to admit that when I travel,I have to admit that when I travel,PAR,17.2,20.3
reading-24ma-18,history is not the first thing on my mind,history is not the first thing on my mind,PAR,20.3,23.0
reading-24ma-19,food and wine are here,f:ood and wine are here,PAR,23.0,26.3
reading-24ma-20,and that's what sold me on friuli,and that's what sold me on f:riuli,PAR,26.3,30.15
reading-24ma-21,it is famous as a source of some of italy's best white wines,it is famous as a source of some of italy's best white wines,PAR,30.15,34.7
reading-24ma-22,we went primarily in search of wines unaware that we soon would make a culinary detour,we went primarily in search of wines unaware that we s:oon would make a culinary detour,PAR,34.7,42.0
reading-24ma-23,occupying the extreme northeast corner of Italy,occupying the extreme northeast corner of Italy,PAR,42.0,45.0
reading-24ma-24,friuli's scenery ranges from rugged coastline along the eastern border to placid plains in the west and the majestic alps in the north where italy butts up against austria,↫f↫friuli's s:cenery ranges from rugged coastline along the eastern border to ≠placid plains in the west and the majestic ≠alps in the north where italy butts up against austria,PAR,45.0,57.8
reading-24ma-25,directly to the south is venice just a little more than an hour and a half away,directly to the south is venice just a little more than an ≠hour and a half away,PAR,57.8,64.0
reading-24ma-26,though off the beaten tourist track friuli is hard in the path of history,though off the beaten tourist track friuli is hard in the path of history,PAR,64.0,71.2
reading-24ma-27,standing at one of the major crossroads between western europe and the east it was conquered by just about everyone who passed by,standing at one of the major crossroads between western europe and the east it was conquered by just about everyone who passed by,PAR,71.2,80.0
reading-24ma-28,as a result things look different here,as a result things look different here,PAR,80.0,83.0
reading-24ma-29,rather than the familiar cultural overlay of most of italy the central european influence is readily apparent in friuli,rather than the f:amiliar cultural overlay of most of italy the central european influence is readily apparent in f:riuli,PAR,83.0,92.5
reading-24ma-30,the architecture tends more toward austrian grandeur than tuscan simplicity,the architecture tends ≠more toward austrian grandeur than tuscan ↫simplici↫s:implicity,PAR,92.5,101.0
reading-24ma-31,here you'll find gray stone castles rather than sundrenched villas,here you'll find gray stone castles rather than sundrenched &+vi villas,PAR,101.0,106.3
reading-24ma-32,the people look different too taller and blonder than southern italians and with plenty of german and central european surnames,the people look &+t different too taller and blonder than s:outhern italians and with plenty of &+s german and central european surnames,PAR,106.5,116.2
reading-24ma-33,reading adult level,reading adult level xxx,PAR,117.2,119.022
interview-26f-12,alright so can you talk about the impact of stuttering on your daily life,alright so can you talk about the impact of stuttering on your daily life,SP02,0.0,5.1
interview-26f-13,you know how it's impacted you,&-you know how it's impacted you,SP02,5.1,6.78
interview-26f-14,sure,sure,SP01,6.78,7.4
interview-26f-15,so I'm a person who stutters,so I'm a person who stutters,SP01,7.4,9.3
interview-26f-16,I started stuttering when I was in the beginning of elementary school,I started ↫stu↫stuttering when I was in the beginning of ↫e-e↫e:lementary school,SP01,9.3,16.4
interview-26f-17,so probably around six years old,so probably around six years old,SP01,16.4,18.16
interview-26f-18,I interestingly did not receive any sort of speech therapy until I was seventeen and a senior in high school,I interestingly did not receive any sort of speech therapy until I was seventeen and a senior in high school,SP01,18.16,25.0
interview-26f-19,I think that was probably for a few different reasons,I think that was probably for a f:ew different reasons,SP01,25.0,29.0
interview-26f-20,my mom is a person who stutters,m↫y↫my [/] my mom is a person who stutters,SP01,29.0,32.7
interview-26f-21,so is my brother,so is [/] is my brother,SP01,32.7,35.4
interview-26f-22,and I think that she didn't want to call too much attention to it,and I think that she didn't want to call too much attention to it,SP01,35.4,39.5
interview-26f-23,which in retrospect wasn't the healthiest thing but I think she thought it would be best for me to kind of go under the radar,which in retrospect wasn't the healthiest thing but I think she thought it would be best for me to kind of go under the radar,SP01,39.5,44.6
interview-26f-24,so never had speech therapy in school,so never had speech therapy in school,SP01,44.6,46.5
interview-26f-25,and then when I was seventeen I was at the point in my life where I felt like stuttering was really holding me back from doing what I wanted to do,and then when I was seventeen I was at the point in my life where I felt like stuttering was really holding me back from doing what I wanted to do,SP01,46.5,53.65
interview-26f-26,I had to take a class as a senior in high school that had a significant public speaking component,I had to take a ≠class <if> [//] as a senior in high school that had a significant public speaking component,SP01,53.65,60.8
interview-26f-27,I was I applied for colleges I knew I had college interviews to do and I was just becoming more and more self conscious,&-um I was I applied for colleges I knew I had <jo> [//] I had college i:nterviews to do and I was just becoming more and more self conscious,SP01,60.8,71.8
interview-26f-28,and also becoming more covert about my stuttering,and also becoming more covert about my stuttering,SP01,71.8,75.3
interview-26f-29,so I decided I needed help and that's when I got therapy which really changed the way I look at my stuttering now,so I decided I needed help and that's when I got therapy which really changed the way I look at my stuttering now,SP01,75.3,81.05
interview-26f-30,well I'm gonna skip a question here and come back to it later,well &-um I'm gonna skip a question here and come back to it later,SP02,81.05,84.3
interview-26f-31,go for it,go for it,SP01,84.3,85.0
interview-26f-32,so you got therapy for your stuttering,so you got therapy for your stuttering,SP02,84.3,86.5
interview-26f-33,yeah I did,yeah I did,SP01,86.5,87.0
interview-26f-34,can you tell me about your experiences and outcomes ?,can you tell me about your experiences and outcomes ?,SP02,87.0,89.0
interview-26f-35,sure so I had therapy not for so long for a little bit under a year because I left to college,sure so I had ↫ther↫therapy not for so long for a little bit under a year because I left to college,SP01,89.0,96.1
interview-26f-36,so I started therapy as a senior in high school at around November I remember around Thanksgiving time,so I started ↫ther-ther↫therapy as a senior in high school at around November I remember around Thanksgiving time,SP01,96.1,104.45
interview-26f-37,and my therapist was awesome,and my ↫ther↫ther^apist was awesome,SP01,104.45,108.7
interview-26f-38,so she specialized in stuttering but wasn't like board recognized because she's from Canada and I think it works a little differently there,so she specialized in stuttering but wasn't like board recognized because she's from Canada and I think it works a little differently there,SP01,108.7,116.15
interview-26f-39,but she had a lot of experience working with people who stutter,but she had a lot of experience working with people who stutter,SP01,116.15,119.22
interview-26f-40,and I think the most important thing was I really connected really well with her,and I think the most important thing was I really connected really well with her,SP01,119.22,123.3
interview-26f-41,her therapy program was pretty holistic in that it was a combination of what we would call fluency shaping and stuttering modification,&-um her therapy program was pretty holistic in that it was a combination of what we would call &-like fluency shaping and stuttering ↫mo↫modification,SP01,123.3,134.65
interview-26f-42,and a lot of counseling and desensitization work,a:nd a lot of counseling and d^esensitization work,SP01,134.65,140.4
interview-26f-43,so we did stuttering surveys in different places,so we did stuttering surveys in different places,SP01,140.4,143.85
interview-26f-44,and went to stores and I kind of really go through that fear hierarchy of difficult speaking situations,and went to stores and I kind of really go through that fear hierarchy of difficult speaking situations,SP01,143.85,151.4
interview-26f-45,and I think that the desensitization piece plus me feeling like I could really trust her,and I think that the desensitization piece plus me feeling like I could really trust her,SP01,151.4,157.4
interview-26f-46,she was actually the first one who ever told me that it was okay to stutter,she was actually the first one who ever told me that it was okay to stutter,SP01,157.4,160.9
interview-26f-47,and that I think was the biggest thing because my whole life I thought it wasn't okay,and that I think was &-like the biggest thing because my whole life I thought it wasn't okay,SP01,160.9,165.9
interview-26f-48,just because it was something not everyone does,just because it was something not everyone does,SP01,165.9,169.35
interview-26f-49,but once that I was told it was okay that was like a huge load off my back and everything else got easier,but once that I was told it was okay that was like a hu:ge load off my (.) back and everything else got easier,SP01,169.35,175.95
interview-26f-50,that's great,that's great,SP02,175.95,176.9
interview-26f-51,do you have any ideas or thoughts about what causes stuttering ?,do you have any ideas or thoughts about what causes stuttering ?,SP02,176.9,179.7
interview-26f-52,yeah so that I think that I know now there's a lot of research about genetics in stuttering,yeah so that I think that I know now there's a lot of research about genetics in stuttering,SP01,179.7,185.2
interview-26f-53,I think in my case there's a strong genetic link,I think in my case there's a strong genetic link,SP01,185.2,188.1
interview-26f-54,because my mom's a person who stutters and my brother,because my [/] my mom's a person who stutters and my brother,SP01,188.1,192.1
interview-26f-55,and interestingly her father and supposedly her grandfather so her father's father,and interestingly her father and supposedly <her grand> [//] her grandfather so her father's father,SP01,192.1,198.7
interview-26f-56,though difficult to trace because he wasn't alive when she was,though difficult to trace &-um because he wasn't alive when she was,SP01,198.7,204.4
interview-26f-57,so I think genetics I know plus environmental factors both play a role,so I think genetics I know plus ↫envi-envi↫environmental factors both play a role,SP01,204.4,212.0
interview-26f-58,and temperment I know there's research on temperment and how the brain works,and temperment I know there's research on temperment and how the brain works,SP01,212.0,217.0
interview-26f-59,and the brain being activated in different maybe places in people who stutter than in people who don't,and the brain being activated in different maybe places in people who stutter than in people who don't,SP01,217.0,223.15
interview-26f-60,and also about hemispheres,and also about hemispheres,SP01,223.15,226.25
interview-26f-61,and I know there's just just a lot of different research going on but I think it's a combination of factors,and I know there's just just a lot of different research going on but I think it's a combination of factors,SP01,226.25,233.16
interview-26f-62,cool what do you think successful communication means to you,cool [/] cool &-um what do you think successful communication &-uh means to you,SP02,233.16,238.3
interview-26f-63,can you describe a moment you felt you really had an excellent communication experience,can you describe &-you_know a moment you felt you really had an excellent communication experience,SP02,238.3,243.2
interview-26f-64,so I think that successful communication doesn't mean a hundred percent fluency,so I think that successful communication doesn't mean a hundred percent ↫flu↫fluency,SP01,243.2,248.6
interview-26f-65,especially for people who stutter because that's just not going to happen,especially for people who stutter because that's just not going to happen,SP01,248.6,252.375
interview-26f-66,and most likely if you're really saying what you want to say,and most likely if you're really saying what you want to say,SP01,252.375,256.45
interview-26f-67,I think that for me I feel like I'm a successful communicator when I'm saying what I want to say when I want to say it and when I'm open with people about my stuttering,&-um I think that for me I feel like I'm a s:uccessful communicator when I'm saying what I want to say when I want to say it and when I'm open with people about my stuttering,SP01,256.45,268.1
interview-26f-68,and I'm not trying to avoid stuttering,and I'm not trying to avoid (.) stuttering,SP01,268.1,271.55
interview-26f-69,and I think an example of when I was successful is recently I was interviewing for jobs,and I think an example of when I was successful is recently I was interviewing for jobs,SP01,271.55,278.15
interview-26f-70,to work as a speech pathologist in a school,&-um to work as a speech pa↫tho-tho↫thologist in a school,SP01,278.15,282.35
interview-26f-71,and I was really open with the principals who I was interviewing with,and was really open with the principals who I was interviewing with,SP01,282.35,288.0
